month,advances,declines,ratio
15-Jun-2001,165,628,0.26
14-Jun-2001,218,592,0.37
13-Jun-2001,555,241,2.3
12-Jun-2001,323,521,0.62
11-Jun-2001,397,411,0.97
08-Jun-2001,497,311,1.6
07-Jun-2001,201,594,0.34
06-Jun-2001,515,272,1.89
05-Jun-2001,209,639,0.33
04-Jun-2001,153,679,0.23
01-Jun-2001,285,549,0.52
31-May-2001,312,475,0.66
30-May-2001,370,474,0.78
29-May-2001,503,361,1.39
28-May-2001,519,296,1.75
25-May-2001,408,407,1.0
24-May-2001,327,502,0.65
23-May-2001,697,157,4.44
22-May-2001,476,371,1.28
21-May-2001,503,296,1.7
18-May-2001,463,347,1.33
17-May-2001,528,300,1.76
16-May-2001,599,223,2.69
15-May-2001,266,558,0.48
14-May-2001,354,409,0.87
11-May-2001,306,478,0.64
10-May-2001,320,450,0.71
09-May-2001,391,376,1.04
08-May-2001,431,390,1.11
07-May-2001,480,315,1.52
04-May-2001,371,886,0.42
03-May-2001,248,482,0.51
02-May-2001,505,265,1.91
30-Apr-2001,390,410,0.95
27-Apr-2001,133,672,0.2
26-Apr-2001,300,466,0.64
25-Apr-2001,577,212,2.72
24-Apr-2001,371,453,0.82
23-Apr-2001,469,349,1.34
20-Apr-2001,300,483,0.62
19-Apr-2001,467,333,1.4
18-Apr-2001,679,131,5.18
17-Apr-2001,519,287,1.81
16-Apr-2001,501,275,1.82
12-Apr-2001,154,625,0.25
11-Apr-2001,272,502,0.54
10-Apr-2001,203,624,0.33
09-Apr-2001,360,421,0.86
06-Apr-2001,374,401,0.93
04-Apr-2001,392,368,1.07
03-Apr-2001,459,359,1.28
02-Apr-2001,145,633,0.23
30-Mar-2001,189,605,0.31
29-Mar-2001,275,518,0.53
28-Mar-2001,655,141,4.65
27-Mar-2001,466,381,1.22
26-Mar-2001,334,452,0.74
23-Mar-2001,170,613,0.28
22-Mar-2001,323,449,0.72
21-Mar-2001,530,236,2.25
20-Mar-2001,208,697,0.3
19-Mar-2001,293,533,0.55
16-Mar-2001,257,542,0.47
15-Mar-2001,461,333,1.38
14-Mar-2001,675,145,4.66
13-Mar-2001,87,763,0.11
12-Mar-2001,98,743,0.13
09-Mar-2001,105,710,0.15
08-Mar-2001,307,501,0.61
07-Mar-2001,571,238,2.4
05-Mar-2001,110,763,0.14
02-Mar-2001,115,709,0.16
01-Mar-2001,442,410,1.08
28-Feb-2001,698,127,5.5
27-Feb-2001,164,755,0.22
26-Feb-2001,350,499,0.7
23-Feb-2001,159,710,0.22
22-Feb-2001,239,606,0.39
21-Feb-2001,524,362,1.45
20-Feb-2001,289,624,0.46
19-Feb-2001,347,534,0.65
16-Feb-2001,198,691,0.29
15-Feb-2001,537,365,1.47
14-Feb-2001,572,332,1.72
13-Feb-2001,256,674,0.38
12-Feb-2001,401,521,0.77
09-Feb-2001,590,314,1.88
08-Feb-2001,617,275,2.24
07-Feb-2001,621,267,2.33
06-Feb-2001,515,394,1.31
05-Feb-2001,399,462,0.86
02-Feb-2001,408,431,0.95
01-Feb-2001,219,620,0.35
31-Jan-2001,509,346,1.47
30-Jan-2001,509,364,1.4
29-Jan-2001,187,654,0.29
25-Jan-2001,354,498,0.71
24-Jan-2001,604,281,2.15
23-Jan-2001,340,549,0.62
22-Jan-2001,465,378,1.23
19-Jan-2001,495,347,1.43
18-Jan-2001,467,372,1.26
17-Jan-2001,548,301,1.82
16-Jan-2001,334,546,0.61
15-Jan-2001,295,539,0.55
12-Jan-2001,282,535,0.53
11-Jan-2001,288,536,0.54
10-Jan-2001,481,344,1.4
09-Jan-2001,249,626,0.4
08-Jan-2001,205,646,0.32
05-Jan-2001,381,457,0.83
04-Jan-2001,368,466,0.79
03-Jan-2001,604,274,2.2
02-Jan-2001,430,456,0.94
01-Jan-2001,389,399,0.97
29-Dec-2000,513,281,1.83
28-Dec-2000,558,244,2.29
27-Dec-2000,632,178,3.55
26-Dec-2000,125,745,0.17
22-Dec-2000,149,693,0.22
21-Dec-2000,262,565,0.46
20-Dec-2000,479,320,1.5
19-Dec-2000,247,661,0.37
18-Dec-2000,345,508,0.68
15-Dec-2000,136,735,0.19
14-Dec-2000,386,508,0.76
13-Dec-2000,659,237,2.78
12-Dec-2000,439,489,0.9
11-Dec-2000,632,257,2.46
08-Dec-2000,620,238,2.61
07-Dec-2000,447,389,1.15
06-Dec-2000,613,257,2.39
05-Dec-2000,450,438,1.03
04-Dec-2000,417,432,0.97
01-Dec-2000,380,442,0.86
30-Nov-2000,372,464,0.8
29-Nov-2000,502,362,1.39
28-Nov-2000,503,384,1.31
27-Nov-2000,616,245,2.51
24-Nov-2000,440,391,1.13
23-Nov-2000,388,422,0.92
22-Nov-2000,463,364,1.27
21-Nov-2000,381,487,0.78
20-Nov-2000,474,344,1.38
17-Nov-2000,405,406,1.0
16-Nov-2000,399,402,0.99
15-Nov-2000,551,284,1.94
14-Nov-2000,574,302,1.9
13-Nov-2000,200,644,0.31
10-Nov-2000,255,571,0.45
09-Nov-2000,378,451,0.84
08-Nov-2000,602,231,2.61
07-Nov-2000,473,407,1.16
06-Nov-2000,459,396,1.16
03-Nov-2000,536,279,1.92
02-Nov-2000,467,315,1.48
01-Nov-2000,576,252,2.29
31-Oct-2000,353,482,0.73
30-Oct-2000,259,523,0.5
27-Oct-2000,337,412,0.82
26-Oct-2000,423,176,2.4
25-Oct-2000,621,150,4.14
24-Oct-2000,309,529,0.58
23-Oct-2000,239,535,0.45
20-Oct-2000,446,308,1.45
19-Oct-2000,500,256,1.95
18-Oct-2000,383,376,1.02
17-Oct-2000,233,606,0.38
16-Oct-2000,458,320,1.43
13-Oct-2000,230,545,0.42
12-Oct-2000,418,326,1.28
11-Oct-2000,319,444,0.72
10-Oct-2000,201,656,0.31
09-Oct-2000,217,569,0.38
06-Oct-2000,311,451,0.69
05-Oct-2000,262,502,0.52
04-Oct-2000,561,239,2.35
03-Oct-2000,306,529,0.58
29-Sep-2000,325,454,0.72
28-Sep-2000,227,529,0.43
27-Sep-2000,524,251,2.09
26-Sep-2000,227,658,0.34
25-Sep-2000,495,311,1.59
22-Sep-2000,163,648,0.25
21-Sep-2000,310,489,0.63
20-Sep-2000,595,183,3.25
19-Sep-2000,207,718,0.29
18-Sep-2000,158,687,0.23
15-Sep-2000,208,650,0.32
14-Sep-2000,343,527,0.65
13-Sep-2000,352,520,0.68
12-Sep-2000,321,586,0.55
11-Sep-2000,419,499,0.84
08-Sep-2000,492,388,1.27
07-Sep-2000,446,416,1.07
06-Sep-2000,547,338,1.62
05-Sep-2000,432,481,0.9
04-Sep-2000,512,378,1.35
31-Aug-2000,480,366,1.31
30-Aug-2000,535,343,1.56
29-Aug-2000,448,451,0.99
28-Aug-2000,442,416,1.06
25-Aug-2000,502,339,1.48
24-Aug-2000,419,421,1.0
23-Aug-2000,582,295,1.97
22-Aug-2000,500,427,1.17
21-Aug-2000,527,365,1.44
18-Aug-2000,469,384,1.22
17-Aug-2000,331,501,0.66
16-Aug-2000,595,267,2.23
14-Aug-2000,337,555,0.61
11-Aug-2000,283,570,0.5
10-Aug-2000,341,494,0.69
09-Aug-2000,586,281,2.09
08-Aug-2000,462,457,1.01
07-Aug-2000,245,615,0.4
04-Aug-2000,245,584,0.42
03-Aug-2000,17,315,0.05
02-Aug-2000,529,336,1.57
01-Aug-2000,343,620,0.55
31-Jul-2000,583,322,1.81
28-Jul-2000,330,491,0.67
27-Jul-2000,431,408,1.06
26-Jul-2000,494,359,1.38
25-Jul-2000,515,401,1.28
24-Jul-2000,123,785,0.16
21-Jul-2000,565,332,1.7
20-Jul-2000,345,529,0.65
19-Jul-2000,456,436,1.05
18-Jul-2000,253,713,0.35
17-Jul-2000,359,586,0.61
14-Jul-2000,310,566,0.61
13-Jul-2000,383,504,0.76
12-Jul-2000,666,283,2.35
11-Jul-2000,357,623,0.57
10-Jul-2000,298,623,0.48
07-Jul-2000,400,463,0.86
06-Jul-2000,365,534,0.68
05-Jul-2000,526,382,1.38
04-Jul-2000,421,547,0.77
03-Jul-2000,488,419,1.16
30-Jun-2000,292,600,0.49
29-Jun-2000,456,447,1.02
28-Jun-2000,582,321,1.81
27-Jun-2000,360,614,0.59
26-Jun-2000,280,647,0.43
23-Jun-2000,256,631,0.41
22-Jun-2000,403,505,0.8
21-Jun-2000,497,431,1.15
20-Jun-2000,556,472,1.18
19-Jun-2000,538,440,1.22
16-Jun-2000,469,474,0.99
15-Jun-2000,414,496,0.83
14-Jun-2000,637,296,2.15
13-Jun-2000,441,534,0.83
12-Jun-2000,366,582,0.63
09-Jun-2000,416,507,0.82
08-Jun-2000,548,372,1.47
07-Jun-2000,395,533,0.74
06-Jun-2000,508,450,1.13
05-Jun-2000,545,399,1.37
02-Jun-2000,580,353,1.64
01-Jun-2000,326,569,0.57
31-May-2000,723,256,2.82
30-May-2000,672,341,1.97
29-May-2000,548,361,1.52
26-May-2000,449,451,1.0
25-May-2000,532,348,1.53
24-May-2000,607,300,2.02
23-May-2000,367,633,0.58
22-May-2000,249,676,0.37
19-May-2000,328,540,0.61
18-May-2000,349,540,0.65
17-May-2000,609,316,1.93
16-May-2000,384,598,0.64
15-May-2000,368,531,0.69
12-May-2000,245,650,0.38
11-May-2000,217,664,0.33
10-May-2000,442,453,0.98
09-May-2000,501,486,1.03
08-May-2000,323,610,0.53
05-May-2000,621,321,1.93
04-May-2000,689,245,2.81
03-May-2000,434,486,0.89
02-May-2000,173,853,0.2
28-Apr-2000,286,659,0.43
27-Apr-2000,274,634,0.43
26-Apr-2000,817,157,5.2
25-Apr-2000,218,815,0.27
24-Apr-2000,241,716,0.34
20-Apr-2000,235,705,0.33
19-Apr-2000,413,511,0.81
18-Apr-2000,378,629,0.6
17-Apr-2000,206,773,0.27
13-Apr-2000,249,699,0.36
12-Apr-2000,511,460,1.11
11-Apr-2000,369,666,0.55
10-Apr-2000,571,423,1.35
07-Apr-2000,861,135,6.38
06-Apr-2000,300,620,0.48
05-Apr-2000,633,330,1.92
04-Apr-2000,116,979,0.12
03-Apr-2000,420,586,0.72
