month,advances,declines,ratio
30-May-2011,869,557,1.56
27-May-2011,988,446,2.22
26-May-2011,763,639,1.19
25-May-2011,499,930,0.54
24-May-2011,655,775,0.85
23-May-2011,267,1176,0.23
20-May-2011,848,576,1.47
19-May-2011,479,937,0.51
18-May-2011,424,1014,0.42
17-May-2011,441,989,0.45
16-May-2011,422,1019,0.41
13-May-2011,884,531,1.66
12-May-2011,406,1028,0.39
11-May-2011,829,568,1.46
10-May-2011,660,760,0.87
09-May-2011,601,837,0.72
06-May-2011,910,516,1.76
05-May-2011,343,1091,0.31
04-May-2011,459,976,0.47
03-May-2011,205,1248,0.16
02-May-2011,439,1004,0.44
29-Apr-2011,364,1085,0.34
28-Apr-2011,449,995,0.45
27-Apr-2011,578,864,0.67
26-Apr-2011,604,822,0.73
25-Apr-2011,615,824,0.75
21-Apr-2011,649,789,0.82
20-Apr-2011,1064,375,2.84
19-Apr-2011,665,775,0.86
18-Apr-2011,389,1059,0.37
15-Apr-2011,534,912,0.59
13-Apr-2011,1084,372,2.91
11-Apr-2011,460,996,0.46
08-Apr-2011,353,1108,0.32
07-Apr-2011,984,484,2.03
06-Apr-2011,887,565,1.57
05-Apr-2011,1004,454,2.21
04-Apr-2011,1272,194,6.56
01-Apr-2011,1163,294,3.96
31-Mar-2011,662,775,0.85
30-Mar-2011,1149,298,3.86
29-Mar-2011,554,892,0.62
28-Mar-2011,681,763,0.89
25-Mar-2011,976,470,2.08
24-Mar-2011,858,564,1.52
23-Mar-2011,856,569,1.5
22-Mar-2011,868,559,1.55
21-Mar-2011,529,897,0.59
18-Mar-2011,445,994,0.45
17-Mar-2011,504,917,0.55
16-Mar-2011,1013,425,2.38
15-Mar-2011,248,1196,0.21
14-Mar-2011,794,634,1.25
11-Mar-2011,363,1073,0.34
10-Mar-2011,566,837,0.68
09-Mar-2011,862,550,1.57
08-Mar-2011,947,469,2.02
07-Mar-2011,322,1119,0.29
04-Mar-2011,666,769,0.87
03-Mar-2011,653,764,0.85
01-Mar-2011,1205,228,5.29
28-Feb-2011,804,607,1.32
25-Feb-2011,587,834,0.7
24-Feb-2011,159,1284,0.12
23-Feb-2011,505,903,0.56
22-Feb-2011,462,966,0.48
21-Feb-2011,626,799,0.78
18-Feb-2011,271,1177,0.23
17-Feb-2011,921,516,1.78
16-Feb-2011,865,557,1.55
15-Feb-2011,774,652,1.19
14-Feb-2011,1337,123,10.87
11-Feb-2011,1192,242,4.93
10-Feb-2011,511,927,0.55
09-Feb-2011,140,1320,0.11
08-Feb-2011,174,1268,0.14
07-Feb-2011,474,954,0.5
04-Feb-2011,327,1098,0.3
03-Feb-2011,985,443,2.22
02-Feb-2011,730,685,1.07
01-Feb-2011,376,1050,0.36
31-Jan-2011,477,948,0.5
28-Jan-2011,147,1311,0.11
27-Jan-2011,359,1062,0.34
25-Jan-2011,495,928,0.53
24-Jan-2011,826,570,1.45
21-Jan-2011,721,671,1.07
20-Jan-2011,751,671,1.12
19-Jan-2011,679,722,0.94
18-Jan-2011,771,647,1.19
17-Jan-2011,322,1117,0.29
14-Jan-2011,314,1121,0.28
13-Jan-2011,459,981,0.47
12-Jan-2011,1032,395,2.61
11-Jan-2011,458,964,0.48
10-Jan-2011,173,1273,0.14
07-Jan-2011,128,1317,0.1
06-Jan-2011,355,1069,0.33
05-Jan-2011,319,1113,0.29
04-Jan-2011,650,790,0.82
03-Jan-2011,1087,347,3.13
31-Dec-2010,1041,379,2.75
30-Dec-2010,811,608,1.33
29-Dec-2010,938,467,2.01
28-Dec-2010,686,718,0.96
27-Dec-2010,688,730,0.94
24-Dec-2010,804,602,1.34
23-Dec-2010,596,811,0.73
22-Dec-2010,761,655,1.16
21-Dec-2010,939,485,1.94
20-Dec-2010,734,688,1.07
16-Dec-2010,780,625,1.25
15-Dec-2010,340,1075,0.32
14-Dec-2010,1071,350,3.06
13-Dec-2010,1103,326,3.38
10-Dec-2010,1103,329,3.35
09-Dec-2010,71,1373,0.05
08-Dec-2010,158,1270,0.12
07-Dec-2010,336,1090,0.31
06-Dec-2010,571,856,0.67
03-Dec-2010,229,1212,0.19
02-Dec-2010,952,466,2.04
01-Dec-2010,1271,169,7.52
30-Nov-2010,1076,358,3.01
29-Nov-2010,735,693,1.06
26-Nov-2010,162,1290,0.13
25-Nov-2010,246,1193,0.21
24-Nov-2010,513,905,0.57
23-Nov-2010,274,1163,0.24
22-Nov-2010,983,447,2.2
19-Nov-2010,215,1225,0.18
18-Nov-2010,426,1011,0.42
16-Nov-2010,150,1289,0.12
15-Nov-2010,528,902,0.59
12-Nov-2010,211,1232,0.17
11-Nov-2010,463,964,0.48
10-Nov-2010,826,595,1.39
09-Nov-2010,835,583,1.43
08-Nov-2010,638,799,0.8
05-Nov-2010,1151,236,4.88
04-Nov-2010,788,619,1.27
03-Nov-2010,833,577,1.44
02-Nov-2010,676,736,0.92
01-Nov-2010,957,474,2.02
29-Oct-2010,360,1060,0.34
28-Oct-2010,500,913,0.55
27-Oct-2010,488,927,0.53
26-Oct-2010,574,831,0.69
25-Oct-2010,858,556,1.54
22-Oct-2010,635,775,0.82
21-Oct-2010,1001,400,2.5
20-Oct-2010,464,950,0.49
19-Oct-2010,658,741,0.89
18-Oct-2010,497,909,0.55
15-Oct-2010,322,1097,0.29
14-Oct-2010,454,968,0.47
13-Oct-2010,986,422,2.34
12-Oct-2010,480,920,0.52
11-Oct-2010,937,464,2.02
08-Oct-2010,450,960,0.47
07-Oct-2010,473,944,0.5
06-Oct-2010,887,512,1.73
05-Oct-2010,786,609,1.29
04-Oct-2010,634,758,0.84
01-Oct-2010,1047,359,2.92
30-Sep-2010,554,829,0.67
29-Sep-2010,419,972,0.43
28-Sep-2010,569,808,0.7
27-Sep-2010,646,729,0.89
24-Sep-2010,964,437,2.21
23-Sep-2010,587,795,0.74
22-Sep-2010,444,950,0.47
21-Sep-2010,301,1103,0.27
20-Sep-2010,845,551,1.53
17-Sep-2010,962,434,2.22
16-Sep-2010,379,1018,0.37
15-Sep-2010,545,841,0.65
14-Sep-2010,404,998,0.4
13-Sep-2010,724,664,1.09
09-Sep-2010,719,674,1.07
08-Sep-2010,748,640,1.17
07-Sep-2010,782,609,1.28
06-Sep-2010,1065,325,3.28
03-Sep-2010,839,546,1.54
02-Sep-2010,911,492,1.85
01-Sep-2010,1150,227,5.07
31-Aug-2010,372,1032,0.36
30-Aug-2010,563,822,0.68
27-Aug-2010,316,1079,0.29
26-Aug-2010,577,798,0.72
25-Aug-2010,277,1130,0.25
24-Aug-2010,447,938,0.48
23-Aug-2010,842,551,1.53
20-Aug-2010,608,763,0.8
19-Aug-2010,859,528,1.63
18-Aug-2010,822,556,1.48
17-Aug-2010,656,720,0.91
16-Aug-2010,500,882,0.57
13-Aug-2010,751,629,1.19
12-Aug-2010,570,802,0.71
11-Aug-2010,494,893,0.55
10-Aug-2010,511,878,0.58
09-Aug-2010,970,404,2.4
06-Aug-2010,646,724,0.89
05-Aug-2010,656,700,0.94
04-Aug-2010,708,654,1.08
03-Aug-2010,717,643,1.12
02-Aug-2010,861,494,1.74
30-Jul-2010,583,779,0.75
29-Jul-2010,623,729,0.85
28-Jul-2010,478,892,0.54
27-Jul-2010,612,741,0.83
26-Jul-2010,398,974,0.41
23-Jul-2010,476,878,0.54
22-Jul-2010,701,648,1.08
21-Jul-2010,752,591,1.27
20-Jul-2010,532,822,0.65
19-Jul-2010,647,719,0.9
16-Jul-2010,758,587,1.29
15-Jul-2010,587,776,0.76
14-Jul-2010,559,800,0.7
13-Jul-2010,780,576,1.35
12-Jul-2010,752,604,1.25
09-Jul-2010,802,555,1.45
08-Jul-2010,861,493,1.75
07-Jul-2010,541,812,0.67
06-Jul-2010,818,535,1.53
05-Jul-2010,701,645,1.09
02-Jul-2010,644,702,0.92
01-Jul-2010,592,767,0.77
30-Jun-2010,795,563,1.41
29-Jun-2010,408,951,0.43
28-Jun-2010,943,413,2.28
25-Jun-2010,466,878,0.53
24-Jun-2010,727,622,1.17
23-Jun-2010,864,479,1.8
22-Jun-2010,550,800,0.69
21-Jun-2010,979,368,2.66
18-Jun-2010,408,946,0.43
17-Jun-2010,722,611,1.18
16-Jun-2010,699,637,1.1
15-Jun-2010,822,529,1.55
14-Jun-2010,965,381,2.53
11-Jun-2010,719,609,1.18
10-Jun-2010,981,351,2.79
09-Jun-2010,724,605,1.2
08-Jun-2010,450,894,0.5
07-Jun-2010,271,1082,0.25
04-Jun-2010,640,688,0.93
03-Jun-2010,998,339,2.94
02-Jun-2010,853,459,1.86
01-Jun-2010,361,968,0.37
31-May-2010,762,574,1.33
28-May-2010,1018,326,3.12
27-May-2010,810,504,1.61
26-May-2010,1000,341,2.93
25-May-2010,128,1232,0.1
24-May-2010,828,512,1.62
21-May-2010,297,1043,0.28
20-May-2010,495,831,0.6
19-May-2010,173,1176,0.15
18-May-2010,745,575,1.3
17-May-2010,395,949,0.42
14-May-2010,269,1068,0.25
13-May-2010,844,483,1.75
12-May-2010,526,800,0.66
11-May-2010,398,945,0.42
10-May-2010,1179,175,6.74
07-May-2010,145,1217,0.12
06-May-2010,604,726,0.83
05-May-2010,469,863,0.54
04-May-2010,228,1119,0.2
03-May-2010,434,902,0.48
30-Apr-2010,802,537,1.49
29-Apr-2010,934,397,2.35
28-Apr-2010,202,1146,0.18
27-Apr-2010,516,809,0.64
26-Apr-2010,709,626,1.13
23-Apr-2010,614,728,0.84
22-Apr-2010,626,699,0.9
21-Apr-2010,940,398,2.36
20-Apr-2010,1071,261,4.1
19-Apr-2010,263,1077,0.24
16-Apr-2010,465,876,0.53
15-Apr-2010,487,848,0.57
13-Apr-2010,568,765,0.74
12-Apr-2010,658,682,0.96
09-Apr-2010,906,430,2.11
08-Apr-2010,465,870,0.53
07-Apr-2010,773,565,1.37
06-Apr-2010,766,581,1.32
05-Apr-2010,1110,241,4.61
01-Apr-2010,1094,256,4.27
31-Mar-2010,730,595,1.23
30-Mar-2010,812,517,1.57
29-Mar-2010,463,872,0.53
26-Mar-2010,579,754,0.77
25-Mar-2010,575,752,0.76
23-Mar-2010,638,677,0.94
22-Mar-2010,366,979,0.37
19-Mar-2010,654,663,0.99
18-Mar-2010,595,741,0.8
17-Mar-2010,596,736,0.81
16-Mar-2010,924,409,2.26
15-Mar-2010,360,975,0.37
12-Mar-2010,445,870,0.51
11-Mar-2010,438,896,0.49
10-Mar-2010,504,819,0.62
09-Mar-2010,385,953,0.4
08-Mar-2010,837,490,1.71
05-Mar-2010,791,513,1.54
04-Mar-2010,795,507,1.57
03-Mar-2010,1014,306,3.31
02-Mar-2010,1063,261,4.07
26-Feb-2010,977,330,2.96
25-Feb-2010,530,758,0.7
24-Feb-2010,384,924,0.42
23-Feb-2010,335,973,0.34
22-Feb-2010,339,954,0.36
19-Feb-2010,256,1062,0.24
18-Feb-2010,435,874,0.5
17-Feb-2010,852,439,1.94
16-Feb-2010,748,556,1.35
15-Feb-2010,438,870,0.5
11-Feb-2010,823,473,1.74
10-Feb-2010,571,732,0.78
09-Feb-2010,711,593,1.2
08-Feb-2010,589,710,0.83
06-Feb-2010,1074,198,5.42
05-Feb-2010,112,1220,0.09
04-Feb-2010,240,1078,0.22
03-Feb-2010,921,388,2.37
02-Feb-2010,396,914,0.43
01-Feb-2010,1080,250,4.32
29-Jan-2010,744,578,1.29
28-Jan-2010,516,809,0.64
27-Jan-2010,52,1294,0.04
25-Jan-2010,414,902,0.46
22-Jan-2010,297,1034,0.29
21-Jan-2010,148,1194,0.12
20-Jan-2010,498,822,0.61
19-Jan-2010,415,921,0.45
18-Jan-2010,684,638,1.07
15-Jan-2010,618,708,0.87
14-Jan-2010,900,424,2.12
13-Jan-2010,772,552,1.4
12-Jan-2010,386,946,0.41
11-Jan-2010,991,352,2.82
08-Jan-2010,729,601,1.21
07-Jan-2010,709,592,1.2
06-Jan-2010,665,630,1.06
05-Jan-2010,822,477,1.72
04-Jan-2010,1011,292,3.46
31-Dec-2009,708,583,1.21
30-Dec-2009,794,502,1.58
29-Dec-2009,852,431,1.98
24-Dec-2009,722,556,1.3
23-Dec-2009,952,342,2.78
22-Dec-2009,816,453,1.8
21-Dec-2009,500,787,0.64
18-Dec-2009,415,865,0.48
17-Dec-2009,785,502,1.56
16-Dec-2009,638,655,0.97
15-Dec-2009,255,1031,0.25
14-Dec-2009,412,879,0.47
11-Dec-2009,407,896,0.45
10-Dec-2009,768,522,1.47
09-Dec-2009,617,672,0.92
08-Dec-2009,922,362,2.55
07-Dec-2009,488,800,0.61
04-Dec-2009,587,696,0.84
03-Dec-2009,744,550,1.35
02-Dec-2009,687,583,1.18
01-Dec-2009,1057,224,4.72
30-Nov-2009,1056,223,4.74
27-Nov-2009,209,1085,0.19
26-Nov-2009,310,981,0.32
25-Nov-2009,542,729,0.74
24-Nov-2009,597,679,0.88
23-Nov-2009,755,528,1.43
20-Nov-2009,729,553,1.32
19-Nov-2009,352,911,0.39
18-Nov-2009,726,551,1.32
17-Nov-2009,597,669,0.89
16-Nov-2009,877,401,2.19
13-Nov-2009,635,638,1.0
12-Nov-2009,481,776,0.62
11-Nov-2009,912,376,2.43
10-Nov-2009,554,726,0.76
09-Nov-2009,1020,273,3.74
06-Nov-2009,1021,263,3.88
05-Nov-2009,935,331,2.82
04-Nov-2009,953,315,3.03
03-Nov-2009,152,1138,0.13
30-Oct-2009,504,756,0.67
29-Oct-2009,304,971,0.31
28-Oct-2009,471,796,0.59
27-Oct-2009,100,1188,0.08
26-Oct-2009,381,900,0.42
23-Oct-2009,664,602,1.1
22-Oct-2009,264,1008,0.26
21-Oct-2009,490,784,0.63
20-Oct-2009,544,731,0.74
17-Oct-2009,970,278,3.49
16-Oct-2009,690,568,1.21
15-Oct-2009,653,617,1.06
14-Oct-2009,819,452,1.81
12-Oct-2009,820,445,1.84
09-Oct-2009,370,898,0.41
08-Oct-2009,572,688,0.83
07-Oct-2009,672,586,1.15
06-Oct-2009,413,852,0.48
05-Oct-2009,221,1068,0.21
01-Oct-2009,447,823,0.54
30-Sep-2009,743,521,1.43
29-Sep-2009,767,498,1.54
25-Sep-2009,750,515,1.46
24-Sep-2009,663,593,1.12
23-Sep-2009,336,934,0.36
22-Sep-2009,718,540,1.33
18-Sep-2009,667,594,1.12
17-Sep-2009,533,723,0.74
16-Sep-2009,725,530,1.37
15-Sep-2009,909,349,2.6
14-Sep-2009,608,662,0.92
11-Sep-2009,416,835,0.5
10-Sep-2009,433,831,0.52
09-Sep-2009,501,772,0.65
08-Sep-2009,535,733,0.73
07-Sep-2009,1096,185,5.92
04-Sep-2009,790,473,1.67
03-Sep-2009,618,627,0.99
02-Sep-2009,446,815,0.55
01-Sep-2009,394,879,0.45
31-Aug-2009,681,578,1.18
28-Aug-2009,691,575,1.2
27-Aug-2009,721,536,1.35
26-Aug-2009,951,304,3.13
25-Aug-2009,743,512,1.45
24-Aug-2009,1047,221,4.74
21-Aug-2009,847,396,2.14
20-Aug-2009,775,457,1.7
19-Aug-2009,435,811,0.54
18-Aug-2009,906,333,2.72
17-Aug-2009,174,1068,0.16
14-Aug-2009,603,633,0.95
13-Aug-2009,1133,129,8.78
12-Aug-2009,515,714,0.72
11-Aug-2009,646,582,1.11
10-Aug-2009,301,945,0.32
07-Aug-2009,257,1018,0.25
06-Aug-2009,367,876,0.42
05-Aug-2009,741,510,1.45
04-Aug-2009,617,629,0.98
03-Aug-2009,858,402,2.13
29-Jul-2009,413,839,0.49
28-Jul-2009,829,415,2.0
27-Jul-2009,832,413,2.01
24-Jul-2009,907,344,2.64
23-Jul-2009,943,289,3.26
22-Jul-2009,501,750,0.67
21-Jul-2009,571,666,0.86
20-Jul-2009,929,308,3.02
17-Jul-2009,994,261,3.81
16-Jul-2009,703,517,1.36
15-Jul-2009,1117,133,8.4
14-Jul-2009,1069,167,6.4
13-Jul-2009,204,1041,0.2
10-Jul-2009,322,914,0.35
09-Jul-2009,514,699,0.74
08-Jul-2009,173,1078,0.16
07-Jul-2009,498,734,0.68
06-Jul-2009,131,1107,0.12
03-Jul-2009,625,597,1.05
02-Jul-2009,700,513,1.36
01-Jul-2009,599,618,0.97
30-Jun-2009,210,1023,0.21
29-Jun-2009,837,396,2.11
26-Jun-2009,877,354,2.48
25-Jun-2009,625,608,1.03
24-Jun-2009,963,281,3.43
23-Jun-2009,511,721,0.71
22-Jun-2009,474,744,0.64
19-Jun-2009,679,567,1.2
18-Jun-2009,148,1105,0.13
17-Jun-2009,190,1070,0.18
16-Jun-2009,848,398,2.13
15-Jun-2009,251,998,0.25
12-Jun-2009,224,1036,0.22
11-Jun-2009,409,850,0.48
10-Jun-2009,575,692,0.83
09-Jun-2009,702,562,1.25
08-Jun-2009,110,1167,0.09
05-Jun-2009,604,668,0.9
04-Jun-2009,940,329,2.86
03-Jun-2009,883,378,2.34
02-Jun-2009,615,648,0.95
01-Jun-2009,1002,263,3.81
29-May-2009,989,283,3.49
28-May-2009,679,576,1.18
27-May-2009,1113,152,7.32
26-May-2009,386,885,0.44
25-May-2009,1111,157,7.08
22-May-2009,974,296,3.29
21-May-2009,928,342,2.71
20-May-2009,1166,102,11.43
19-May-2009,929,331,2.81
18-May-2009,578,6,96.33
15-May-2009,761,451,1.69
14-May-2009,568,631,0.9
13-May-2009,531,680,0.78
12-May-2009,712,495,1.44
11-May-2009,323,899,0.36
08-May-2009,566,653,0.87
07-May-2009,906,301,3.01
06-May-2009,496,732,0.68
05-May-2009,828,380,2.18
04-May-2009,956,273,3.5
29-Apr-2009,745,445,1.67
28-Apr-2009,168,1059,0.16
27-Apr-2009,496,715,0.69
24-Apr-2009,772,439,1.76
23-Apr-2009,710,507,1.4
22-Apr-2009,425,788,0.54
21-Apr-2009,524,701,0.75
20-Apr-2009,709,507,1.4
17-Apr-2009,607,633,0.96
16-Apr-2009,255,1007,0.25
15-Apr-2009,1110,152,7.3
13-Apr-2009,1051,196,5.36
09-Apr-2009,825,411,2.01
08-Apr-2009,1066,181,5.89
06-Apr-2009,967,249,3.88
02-Apr-2009,1061,170,6.24
01-Apr-2009,949,263,3.61
31-Mar-2009,825,361,2.29
30-Mar-2009,377,814,0.46
27-Mar-2009,851,358,2.38
26-Mar-2009,734,471,1.56
25-Mar-2009,630,559,1.13
24-Mar-2009,494,718,0.69
23-Mar-2009,900,302,2.98
20-Mar-2009,572,606,0.94
19-Mar-2009,730,468,1.56
18-Mar-2009,850,352,2.41
17-Mar-2009,607,571,1.06
16-Mar-2009,878,312,2.81
13-Mar-2009,886,292,3.03
12-Mar-2009,642,548,1.17
09-Mar-2009,318,878,0.36
06-Mar-2009,481,709,0.68
05-Mar-2009,254,928,0.27
04-Mar-2009,466,715,0.65
03-Mar-2009,309,875,0.35
02-Mar-2009,273,923,0.3
27-Feb-2009,478,680,0.7
26-Feb-2009,440,706,0.62
25-Feb-2009,636,532,1.2
24-Feb-2009,315,879,0.36
20-Feb-2009,251,955,0.26
19-Feb-2009,502,654,0.77
18-Feb-2009,457,711,0.64
17-Feb-2009,208,979,0.21
16-Feb-2009,236,961,0.25
13-Feb-2009,766,418,1.83
12-Feb-2009,629,554,1.14
11-Feb-2009,603,566,1.07
10-Feb-2009,664,516,1.29
09-Feb-2009,818,365,2.24
06-Feb-2009,784,400,1.96
05-Feb-2009,402,775,0.52
04-Feb-2009,545,632,0.86
03-Feb-2009,476,707,0.67
01-Feb-2009,333,862,0.39
30-Jan-2009,760,435,1.75
29-Jan-2009,503,685,0.73
28-Jan-2009,730,442,1.65
27-Jan-2009,641,546,1.17
23-Jan-2009,318,873,0.36
22-Jan-2009,292,891,0.33
21-Jan-2009,265,939,0.28
20-Jan-2009,416,768,0.54
19-Jan-2009,710,470,1.51
16-Jan-2009,652,531,1.23
15-Jan-2009,260,917,0.28
14-Jan-2009,802,383,2.09
13-Jan-2009,349,829,0.42
12-Jan-2009,351,838,0.42
09-Jan-2009,228,986,0.23
07-Jan-2009,97,1140,0.09
06-Jan-2009,522,705,0.74
05-Jan-2009,824,391,2.11
02-Jan-2009,889,330,2.69
01-Jan-2009,1052,162,6.49
31-Dec-2008,746,446,1.67
30-Dec-2008,892,300,2.97
29-Dec-2008,672,516,1.3
26-Dec-2008,340,855,0.4
24-Dec-2008,358,828,0.43
23-Dec-2008,211,1011,0.21
22-Dec-2008,538,668,0.81
19-Dec-2008,718,482,1.49
18-Dec-2008,785,416,1.89
17-Dec-2008,337,888,0.38
16-Dec-2008,969,249,3.89
15-Dec-2008,1040,179,5.81
12-Dec-2008,819,382,2.14
11-Dec-2008,801,382,2.1
10-Dec-2008,817,364,2.24
08-Dec-2008,712,480,1.48
05-Dec-2008,515,672,0.77
04-Dec-2008,921,272,3.39
03-Dec-2008,676,496,1.36
02-Dec-2008,383,813,0.47
01-Dec-2008,522,662,0.79
28-Nov-2008,504,691,0.73
26-Nov-2008,495,697,0.71
25-Nov-2008,447,729,0.61
24-Nov-2008,473,706,0.67
21-Nov-2008,619,572,1.08
20-Nov-2008,197,1029,0.19
19-Nov-2008,292,911,0.32
18-Nov-2008,233,980,0.24
17-Nov-2008,232,962,0.24
14-Nov-2008,345,870,0.4
12-Nov-2008,275,931,0.3
11-Nov-2008,250,976,0.26
10-Nov-2008,945,285,3.32
07-Nov-2008,729,485,1.5
06-Nov-2008,309,915,0.34
05-Nov-2008,405,818,0.5
04-Nov-2008,912,307,2.97
03-Nov-2008,1031,212,4.86
31-Oct-2008,855,362,2.36
29-Oct-2008,541,657,0.82
28-Oct-2008,1056,151,6.99
27-Oct-2008,207,1029,0.2
24-Oct-2008,81,1167,0.07
23-Oct-2008,224,1014,0.22
22-Oct-2008,282,934,0.3
21-Oct-2008,883,340,2.6
20-Oct-2008,444,780,0.57
17-Oct-2008,262,960,0.27
16-Oct-2008,357,873,0.41
15-Oct-2008,134,1108,0.12
14-Oct-2008,874,377,2.32
13-Oct-2008,937,316,2.97
10-Oct-2008,112,1139,0.1
08-Oct-2008,135,1117,0.12
07-Oct-2008,323,910,0.35
06-Oct-2008,56,1195,0.05
03-Oct-2008,220,997,0.22
01-Oct-2008,743,469,1.58
30-Sep-2008,645,578,1.12
29-Sep-2008,100,1150,0.09
26-Sep-2008,124,1114,0.11
25-Sep-2008,357,855,0.42
24-Sep-2008,653,562,1.16
23-Sep-2008,227,996,0.23
22-Sep-2008,519,687,0.76
19-Sep-2008,1003,234,4.29
18-Sep-2008,285,957,0.3
17-Sep-2008,369,853,0.43
16-Sep-2008,349,879,0.4
15-Sep-2008,89,1162,0.08
12-Sep-2008,251,974,0.26
11-Sep-2008,255,971,0.26
10-Sep-2008,331,902,0.37
09-Sep-2008,465,754,0.62
08-Sep-2008,783,432,1.81
05-Sep-2008,331,875,0.38
04-Sep-2008,559,657,0.85
02-Sep-2008,878,341,2.57
01-Sep-2008,556,652,0.85
29-Aug-2008,969,239,4.05
28-Aug-2008,294,929,0.32
27-Aug-2008,443,775,0.57
26-Aug-2008,511,687,0.74
25-Aug-2008,605,602,1.0
22-Aug-2008,563,645,0.87
21-Aug-2008,193,1032,0.19
20-Aug-2008,853,358,2.38
19-Aug-2008,453,745,0.61
18-Aug-2008,360,861,0.42
14-Aug-2008,246,981,0.25
13-Aug-2008,505,702,0.72
12-Aug-2008,392,831,0.47
11-Aug-2008,852,369,2.31
08-Aug-2008,573,639,0.9
07-Aug-2008,623,597,1.04
06-Aug-2008,544,685,0.79
05-Aug-2008,840,384,2.19
04-Aug-2008,881,340,2.59
31-Jul-2008,559,651,0.86
30-Jul-2008,885,334,2.65
29-Jul-2008,311,900,0.35
28-Jul-2008,837,374,2.24
25-Jul-2008,480,721,0.67
24-Jul-2008,463,762,0.61
23-Jul-2008,1144,105,10.9
22-Jul-2008,871,327,2.66
21-Jul-2008,543,666,0.82
18-Jul-2008,826,371,2.23
17-Jul-2008,789,402,1.96
16-Jul-2008,292,912,0.32
15-Jul-2008,147,1067,0.14
14-Jul-2008,386,807,0.48
11-Jul-2008,305,896,0.34
10-Jul-2008,641,564,1.14
09-Jul-2008,1064,167,6.37
08-Jul-2008,490,731,0.67
07-Jul-2008,907,318,2.85
04-Jul-2008,869,347,2.5
03-Jul-2008,252,952,0.26
02-Jul-2008,799,418,1.91
01-Jul-2008,112,1118,0.1
30-Jun-2008,172,1056,0.16
27-Jun-2008,175,1044,0.17
26-Jun-2008,680,511,1.33
25-Jun-2008,670,538,1.25
24-Jun-2008,280,935,0.3
23-Jun-2008,121,1102,0.11
20-Jun-2008,110,1115,0.1
19-Jun-2008,267,943,0.28
18-Jun-2008,504,714,0.71
17-Jun-2008,877,326,2.69
16-Jun-2008,844,351,2.4
13-Jun-2008,630,578,1.09
12-Jun-2008,681,513,1.33
11-Jun-2008,899,314,2.86
10-Jun-2008,401,798,0.5
09-Jun-2008,137,1078,0.13
06-Jun-2008,446,743,0.6
05-Jun-2008,600,591,1.02
04-Jun-2008,198,1013,0.2
03-Jun-2008,347,862,0.4
02-Jun-2008,196,1024,0.19
30-May-2008,419,777,0.54
29-May-2008,437,762,0.57
28-May-2008,624,570,1.09
27-May-2008,352,872,0.4
26-May-2008,164,1053,0.16
23-May-2008,260,942,0.28
22-May-2008,333,878,0.38
21-May-2008,771,433,1.78
20-May-2008,644,554,1.16
16-May-2008,726,469,1.55
15-May-2008,850,343,2.48
14-May-2008,659,531,1.24
13-May-2008,611,594,1.03
12-May-2008,343,871,0.39
09-May-2008,207,1003,0.21
08-May-2008,388,803,0.48
07-May-2008,470,730,0.64
06-May-2008,332,882,0.38
05-May-2008,632,570,1.11
02-May-2008,687,522,1.32
30-Apr-2008,542,664,0.82
29-Apr-2008,736,467,1.58
28-Apr-2008,591,610,0.97
25-Apr-2008,562,643,0.87
24-Apr-2008,450,756,0.6
23-Apr-2008,571,637,0.9
22-Apr-2008,680,533,1.28
21-Apr-2008,969,252,3.85
17-Apr-2008,959,245,3.91
16-Apr-2008,854,350,2.44
15-Apr-2008,832,357,2.33
11-Apr-2008,663,522,1.27
10-Apr-2008,709,482,1.47
09-Apr-2008,858,340,2.52
08-Apr-2008,628,558,1.13
07-Apr-2008,767,430,1.78
04-Apr-2008,260,939,0.28
03-Apr-2008,449,745,0.6
02-Apr-2008,733,464,1.58
01-Apr-2008,680,505,1.35
31-Mar-2008,456,743,0.61
28-Mar-2008,1104,111,9.95
27-Mar-2008,659,538,1.22
26-Mar-2008,803,395,2.03
25-Mar-2008,1067,145,7.36
24-Mar-2008,227,985,0.23
19-Mar-2008,369,835,0.44
18-Mar-2008,339,863,0.39
17-Mar-2008,63,1143,0.06
14-Mar-2008,620,584,1.06
13-Mar-2008,70,1133,0.06
12-Mar-2008,543,651,0.83
11-Mar-2008,1034,176,5.88
10-Mar-2008,371,827,0.45
07-Mar-2008,83,1127,0.07
05-Mar-2008,332,865,0.38
04-Mar-2008,171,1032,0.17
03-Mar-2008,92,1121,0.08
29-Feb-2008,454,738,0.62
28-Feb-2008,516,666,0.77
27-Feb-2008,645,540,1.19
26-Feb-2008,825,360,2.29
25-Feb-2008,467,733,0.64
22-Feb-2008,341,844,0.4
21-Feb-2008,705,474,1.49
20-Feb-2008,235,961,0.24
19-Feb-2008,659,527,1.25
18-Feb-2008,808,388,2.08
15-Feb-2008,951,236,4.03
14-Feb-2008,1081,119,9.08
13-Feb-2008,411,777,0.53
12-Feb-2008,204,987,0.21
11-Feb-2008,63,1130,0.06
08-Feb-2008,186,1004,0.19
07-Feb-2008,224,964,0.23
06-Feb-2008,420,764,0.55
05-Feb-2008,756,430,1.76
04-Feb-2008,1030,163,6.32
01-Feb-2008,565,617,0.92
31-Jan-2008,411,768,0.54
30-Jan-2008,254,923,0.28
29-Jan-2008,696,485,1.44
28-Jan-2008,368,809,0.45
25-Jan-2008,911,280,3.25
24-Jan-2008,184,1002,0.18
